Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level
ENT2630,East,Medium,346.61,350.19,298.14,0.77,28.3,252.0,0.28,0.24,86.54,43.58,8,Q4,-3.579999999999984,Medium
ENT2631,East,Medium,733.27,439.9,147.14,0.44,26.7,39.9,0.62,0.2,89.1,59.87,10,Q4,293.37,Low
ENT2632,East,Large,516.89,546.16,250.78,1.69,29.1,220.8,0.73,0.98,134.35,57.2,8,Q1,-29.269999999999982,High
ENT2633,North,Medium,315.99,386.7,244.09,0.87,18.0,160.7,0.21,0.87,113.63,50.51,1,Q3,-70.70999999999998,High
ENT2634,West,Small,512.21,478.02,21.42,0.19,31.5,270.2,0.96,0.13,99.79,66.03,4,Q2,34.190000000000055,Low
ENT2635,South,Large,469.86,349.11,26.1,1.94,33.1,219.4,0.01,0.35,98.29,44.36,7,Q2,120.75,High
ENT2636,South,Medium,463.71,281.87,197.94,0.59,26.8,198.2,0.7,0.05,76.14,46.47,0,Q1,181.83999999999997,Medium
ENT2637,East,Medium,586.44,566.17,77.73,1.88,29.3,266.1,0.29,0.63,109.56,51.57,3,Q4,20.270000000000095,High
ENT2638,South,Small,470.07,474.77,197.26,0.67,30.9,272.5,0.48,0.33,102.24,56.34,7,Q4,-4.699999999999989,Medium
ENT2639,South,Small,454.18,386.56,43.39,1.68,25.1,115.5,0.57,0.26,118.34,30.88,9,Q4,67.62,High
ENT2640,West,Large,704.36,469.64,119.12,1.36,27.2,278.4,0.56,0.52,58.05,61.5,1,Q2,234.72000000000003,High
ENT2641,East,Medium,239.06,298.36,30.74,1.74,28.4,16.4,0.78,0.8,95.99,43.88,0,Q1,-59.30000000000001,High
ENT2642,West,Small,492.29,444.22,84.63,1.95,23.4,228.8,0.82,0.4,98.25,56.53,5,Q4,48.06999999999999,High
ENT2643,North,Large,639.33,421.7,26.49,1.76,26.7,101.0,0.07,0.76,106.77,42.27,5,Q2,217.63000000000005,High
ENT2644,North,Medium,594.04,465.05,291.17,0.87,15.9,146.2,0.7,0.45,104.65,63.41,0,Q1,128.98999999999995,High
ENT2645,North,Medium,653.01,564.17,118.52,1.65,22.9,250.7,0.4,0.21,110.53,60.31,2,Q1,88.84000000000003,High
ENT2646,East,Large,803.24,544.82,270.36,1.45,33.3,191.1,0.82,0.45,96.09,60.38,9,Q1,258.41999999999996,High
ENT2647,South,Large,754.84,261.12,291.35,0.22,27.9,137.2,0.61,0.54,75.05,54.43,7,Q1,493.72,Medium
ENT2648,East,Small,326.67,200.48,272.87,1.87,22.0,49.2,0.01,0.46,70.82,48.12,8,Q1,126.19000000000003,High
ENT2649,East,Medium,258.39,424.57,136.49,0.99,19.8,281.8,0.67,0.27,98.76,32.99,7,Q3,-166.18,Medium
ENT2650,South,Medium,549.03,416.93,233.67,0.36,38.6,99.7,0.93,0.19,159.97,50.54,0,Q3,132.09999999999997,Medium
ENT2651,West,Medium,296.88,286.38,46.11,0.91,22.5,30.3,0.08,0.95,111.66,61.55,10,Q1,10.5,Medium
ENT2652,North,Large,211.03,303.92,28.45,1.25,23.5,169.2,0.49,0.3,150.79,58.0,3,Q3,-92.89000000000001,Medium
ENT2653,West,Small,547.44,322.96,263.07,1.19,29.0,121.9,0.63,0.71,113.9,42.59,8,Q1,224.48000000000008,High
ENT2654,North,Medium,585.06,533.5,9.34,1.19,21.8,177.2,0.2,0.34,78.93,80.74,0,Q4,51.559999999999945,Medium
ENT2655,East,Large,756.67,352.75,291.7,0.59,27.9,70.1,0.65,0.97,97.44,60.59,10,Q1,403.91999999999996,Medium
ENT2656,North,Medium,615.26,249.61,201.64,1.3,26.1,113.6,0.05,0.99,150.69,42.5,3,Q3,365.65,High
ENT2657,East,Small,787.93,393.56,125.88,1.82,20.1,291.8,0.91,0.83,115.5,44.16,9,Q3,394.36999999999995,High
ENT2658,West,Medium,553.33,399.73,42.41,0.84,26.3,281.0,0.76,0.58,114.91,39.63,6,Q4,153.60000000000002,Medium
ENT2659,East,Small,329.56,296.79,216.97,1.3,27.6,259.3,0.94,0.54,86.15,48.65,6,Q1,32.76999999999998,High
ENT2660,West,Small,623.33,459.04,168.93,0.56,20.7,233.7,0.42,0.33,100.11,65.78,6,Q3,164.29000000000002,Medium
ENT2661,South,Medium,700.15,513.72,213.34,0.19,28.6,47.0,0.03,0.12,78.6,54.51,9,Q2,186.42999999999995,Low
ENT2662,South,Medium,558.66,364.46,125.38,1.21,29.5,140.1,0.34,0.08,91.3,66.57,3,Q3,194.2,Medium
ENT2663,South,Small,717.58,249.61,19.88,0.19,20.9,218.4,0.52,0.47,103.18,65.83,7,Q1,467.97,Low
ENT2664,East,Large,481.51,372.63,94.49,1.47,28.4,78.5,0.94,0.98,87.67,63.73,2,Q2,108.88,High
ENT2665,South,Small,581.88,430.17,94.51,1.37,27.1,9.9,0.88,0.25,119.14,66.9,8,Q3,151.70999999999998,High
ENT2666,North,Medium,473.85,184.21,2.6,0.8,24.3,125.4,0.59,0.41,88.44,49.95,5,Q3,289.64,Medium
ENT2667,West,Medium,856.86,448.15,2.87,0.88,24.7,127.5,0.73,0.64,106.42,51.73,6,Q3,408.71000000000004,Medium
ENT2668,West,Large,626.19,362.5,99.23,1.84,28.0,19.5,0.95,0.35,119.76,36.22,8,Q3,263.69000000000005,High
ENT2669,North,Small,332.49,404.37,218.29,0.12,23.0,96.2,0.85,0.0,141.54,55.91,3,Q3,-71.88,Medium
ENT2670,East,Small,777.89,371.04,187.21,1.17,28.9,275.2,0.66,0.4,107.32,52.4,4,Q1,406.84999999999997,High
ENT2671,East,Small,390.02,324.66,71.71,1.85,22.0,75.1,0.54,0.8,79.47,69.99,0,Q3,65.35999999999996,High
ENT2672,West,Medium,502.05,388.9,180.83,1.84,22.4,170.7,0.48,0.94,99.69,46.44,9,Q4,113.15000000000003,High
ENT2673,South,Small,570.25,349.11,194.21,1.21,19.6,146.4,0.76,0.28,139.2,39.71,7,Q2,221.14,High
ENT2674,East,Large,582.5,364.24,156.77,0.82,17.4,258.6,0.81,0.92,119.0,35.49,1,Q3,218.26,High
ENT2675,East,Medium,572.56,311.96,156.41,0.29,26.8,196.1,0.22,0.87,103.85,63.85,4,Q3,260.59999999999997,Medium
ENT2676,North,Medium,330.04,453.68,110.92,0.43,16.2,47.5,0.47,0.41,111.48,51.8,4,Q1,-123.63999999999999,Medium
ENT2677,North,Small,573.06,523.68,37.02,1.39,27.6,42.9,0.77,0.0,105.59,46.99,9,Q1,49.379999999999995,Medium
ENT2678,South,Large,665.1,312.67,115.65,0.13,25.6,167.2,0.68,0.84,74.48,52.36,3,Q2,352.43,Medium
ENT2679,East,Medium,660.78,388.32,103.6,1.78,35.4,13.9,0.59,0.29,104.11,37.33,3,Q1,272.46,High
ENT2680,East,Medium,304.73,290.48,177.59,1.22,29.0,118.1,0.32,0.76,86.08,36.89,1,Q4,14.25,High
ENT2681,North,Small,401.65,438.8,256.88,0.19,28.6,119.7,0.61,0.57,89.09,67.3,2,Q2,-37.150000000000034,Medium
ENT2682,East,Small,343.32,422.42,112.61,0.56,22.6,58.9,0.61,0.22,94.33,51.94,9,Q4,-79.10000000000002,Medium
ENT2683,West,Large,550.97,342.1,212.92,1.23,23.2,90.3,0.43,0.65,58.41,54.14,1,Q3,208.87,High
ENT2684,North,Small,267.25,391.73,243.55,0.17,23.9,99.0,0.96,0.76,96.65,50.08,0,Q1,-124.48000000000002,Medium
ENT2685,South,Large,331.59,486.53,63.53,1.58,25.8,3.5,0.65,0.47,66.41,43.68,3,Q3,-154.94,High
ENT2686,North,Medium,400.23,239.26,270.5,1.85,23.1,241.8,0.85,0.75,116.74,43.68,8,Q4,160.97000000000003,High
ENT2687,East,Large,230.48,270.82,21.13,1.93,28.9,287.2,0.13,0.4,58.97,39.66,5,Q3,-40.34,High
ENT2688,South,Large,495.83,458.18,270.52,1.49,24.1,86.8,0.76,0.98,65.3,61.4,7,Q1,37.64999999999998,High
ENT2689,North,Large,184.03,405.45,49.09,1.73,31.6,33.6,0.6,0.24,62.37,54.77,1,Q1,-221.42,High
ENT2690,West,Medium,572.8,392.98,101.15,1.26,21.9,286.1,0.31,0.78,106.24,44.65,1,Q1,179.81999999999994,High
ENT2691,West,Small,440.45,494.3,181.57,0.97,29.7,222.2,0.14,0.75,99.88,57.38,1,Q3,-53.85000000000002,Medium
ENT2692,North,Medium,406.4,470.44,271.71,1.45,35.7,267.3,0.38,0.53,134.13,41.88,10,Q1,-64.04000000000002,High
ENT2693,West,Small,430.89,571.51,76.71,0.53,34.8,108.3,0.44,0.35,108.64,60.22,7,Q2,-140.62,Low
ENT2694,West,Large,490.94,489.49,229.07,0.31,21.7,145.2,0.14,0.45,64.79,41.61,0,Q2,1.4499999999999886,Medium
ENT2695,West,Large,588.93,452.57,213.13,1.55,31.8,279.1,0.67,0.63,83.17,51.54,4,Q1,136.35999999999996,High
ENT2696,South,Large,697.56,394.6,47.91,1.92,14.9,137.9,0.31,0.53,103.86,43.22,3,Q2,302.9599999999999,High
ENT2697,West,Large,652.09,385.58,143.84,1.2,18.2,201.6,0.81,0.76,106.63,64.78,10,Q4,266.51000000000005,High
ENT2698,West,Large,834.75,399.68,144.45,1.02,29.0,211.4,0.65,0.36,64.2,64.46,0,Q1,435.07,High
ENT2699,West,Small,601.29,422.3,91.38,1.12,28.2,251.1,0.31,0.11,118.04,57.31,9,Q3,178.98999999999995,Medium
ENT2700,South,Small,521.05,279.33,233.98,1.01,29.0,292.6,0.36,0.51,82.67,49.26,6,Q2,241.71999999999997,Medium
ENT2701,North,Large,431.45,426.36,277.78,0.94,23.6,100.5,0.94,0.26,83.08,45.24,0,Q2,5.089999999999975,High
ENT2702,East,Medium,436.43,375.67,214.97,1.9,20.4,74.2,0.95,0.62,121.47,52.15,5,Q2,60.75999999999999,High
ENT2703,West,Medium,580.86,435.71,291.89,1.01,17.0,23.3,0.42,0.52,100.21,42.99,0,Q2,145.15000000000003,High
ENT2704,North,Large,350.08,342.23,15.14,0.25,21.7,257.0,0.68,0.78,106.8,58.9,10,Q4,7.849999999999966,Low
ENT2705,West,Small,534.35,334.06,11.17,1.55,29.3,87.8,0.98,0.58,110.57,48.04,8,Q4,200.29000000000002,High
ENT2706,South,Medium,497.17,423.07,268.16,0.84,30.3,14.9,0.99,0.43,68.85,50.99,2,Q4,74.10000000000002,High
ENT2707,North,Medium,390.79,447.73,269.34,1.45,27.5,259.6,0.07,0.12,104.99,52.49,1,Q2,-56.94,High
ENT2708,South,Medium,342.32,339.61,32.14,1.2,27.0,153.0,0.55,0.12,138.5,65.5,6,Q4,2.7099999999999795,Medium
ENT2709,West,Large,878.71,531.92,107.23,1.46,34.5,251.5,0.73,0.64,95.82,49.53,0,Q3,346.7900000000001,High
ENT2710,West,Medium,290.51,531.23,250.62,0.22,33.0,166.3,0.19,0.88,107.51,68.07,6,Q4,-240.72000000000003,Medium
ENT2711,South,Medium,489.84,241.77,38.56,0.16,30.7,94.1,0.82,0.41,150.83,58.67,8,Q2,248.06999999999996,Low
ENT2712,East,Medium,683.39,322.3,80.23,0.82,31.8,38.9,0.47,0.53,130.88,58.61,3,Q1,361.09,Medium
ENT2713,South,Medium,579.36,411.62,204.3,1.42,27.7,131.1,0.5,0.59,91.22,43.86,9,Q2,167.74,High
ENT2714,West,Small,428.97,437.08,294.57,0.52,28.4,8.0,0.27,0.48,109.82,38.05,1,Q1,-8.109999999999957,Medium
ENT2715,South,Large,321.18,613.23,239.14,0.92,22.1,180.7,0.3,0.06,115.07,50.92,3,Q4,-292.05,Medium
ENT2716,East,Large,519.47,414.09,233.2,1.96,27.9,128.3,0.08,0.59,143.15,39.38,8,Q4,105.38000000000005,High
ENT2717,South,Small,104.07,388.36,102.8,0.51,22.8,42.5,0.93,0.14,81.74,32.08,7,Q1,-284.29,Medium
ENT2718,East,Small,525.48,286.2,198.4,1.71,32.2,159.1,0.38,0.56,161.37,45.33,4,Q3,239.28000000000003,High
ENT2719,East,Large,505.22,241.46,33.93,1.67,29.1,240.3,0.16,0.78,105.79,33.79,7,Q2,263.76,High
ENT2720,South,Medium,660.52,386.63,297.68,1.79,23.9,292.4,0.14,0.01,93.74,59.76,6,Q3,273.89,High
ENT2721,South,Medium,328.5,605.74,144.18,1.84,29.5,158.2,0.41,0.43,112.43,38.7,3,Q2,-277.24,High
ENT2722,North,Large,451.48,378.82,191.64,1.06,31.6,38.9,0.63,0.75,92.74,33.55,2,Q2,72.66000000000003,High
ENT2723,West,Medium,565.54,322.73,262.85,1.4,21.6,243.2,0.78,0.53,93.3,44.53,0,Q3,242.80999999999995,High
ENT2724,East,Small,530.84,445.21,0.29,1.28,24.7,208.7,0.92,0.24,88.62,55.89,2,Q3,85.63000000000005,Medium
ENT2725,North,Medium,298.6,199.44,292.79,0.69,21.1,286.2,0.64,0.7,89.09,45.66,7,Q1,99.16000000000003,High
ENT2726,South,Medium,402.87,407.93,107.75,0.63,25.8,160.6,0.42,0.78,66.26,58.2,8,Q4,-5.060000000000002,Medium
ENT2727,West,Medium,709.99,482.44,101.88,0.75,32.7,107.1,0.42,0.36,67.35,56.34,8,Q4,227.55,Medium
ENT2728,North,Large,538.9,305.24,43.52,0.52,26.0,288.9,0.57,0.3,83.94,53.16,4,Q1,233.65999999999997,Medium
ENT2729,East,Small,250.38,536.89,257.46,1.54,28.9,161.5,0.54,0.55,105.37,43.77,3,Q1,-286.51,High
ENT2730,North,Medium,632.48,465.97,261.25,1.93,23.3,4.8,0.64,0.37,85.51,54.33,5,Q4,166.51,High
ENT2731,East,Large,260.11,537.79,6.0,1.75,30.3,142.1,0.5,0.84,142.32,25.9,6,Q3,-277.67999999999995,High
ENT2732,South,Medium,453.95,262.37,16.72,0.51,25.7,0.7,0.06,0.78,112.76,48.89,5,Q4,191.57999999999998,Low
ENT2733,West,Small,584.49,381.93,275.5,0.2,29.8,221.3,0.5,0.31,86.59,61.71,4,Q2,202.56,Medium
ENT2734,West,Medium,682.06,492.21,36.86,1.54,30.3,169.8,0.02,0.46,136.13,43.73,1,Q1,189.84999999999997,Medium
ENT2735,West,Small,149.31,250.21,186.28,0.84,20.7,32.9,0.18,0.89,95.68,53.28,2,Q4,-100.9,Medium
ENT2736,South,Medium,606.74,494.71,185.9,1.67,22.6,243.9,0.39,0.15,95.52,31.79,8,Q3,112.03000000000003,High
ENT2737,East,Small,629.26,382.02,260.92,1.58,23.9,160.9,0.55,0.75,112.85,57.39,6,Q4,247.24,High
ENT2738,South,Medium,416.45,493.96,171.8,1.29,34.9,34.2,0.18,0.32,98.52,46.93,9,Q1,-77.50999999999999,Medium
ENT2739,West,Small,513.64,421.75,130.2,0.59,32.8,48.0,0.28,0.12,101.96,46.8,1,Q2,91.88999999999999,Medium
ENT2740,South,Medium,42.2,541.08,292.31,0.3,26.5,246.6,0.37,0.12,113.44,46.6,0,Q3,-498.88000000000005,Medium
ENT2741,South,Medium,87.8,270.81,68.64,0.58,39.7,106.6,0.2,0.28,77.18,52.91,0,Q3,-183.01,Medium
ENT2742,South,Large,666.28,432.91,78.82,1.07,19.4,246.3,1.0,0.55,97.86,45.61,0,Q2,233.36999999999995,High
ENT2743,East,Large,419.17,248.84,25.43,1.96,24.8,20.9,0.8,0.91,81.22,51.21,5,Q3,170.33,High
ENT2744,North,Small,448.07,441.95,292.6,0.22,31.9,73.2,0.81,0.3,106.99,37.64,4,Q3,6.1200000000000045,Medium
ENT2745,North,Medium,535.2,432.78,211.91,0.48,26.2,229.4,0.57,0.2,71.78,45.77,6,Q4,102.42000000000007,Medium
ENT2746,South,Small,445.11,371.49,3.63,1.29,21.8,192.5,0.96,0.48,131.5,52.93,4,Q3,73.62,High
ENT2747,North,Large,431.2,321.62,211.29,0.68,28.0,92.0,0.73,0.16,88.16,48.26,8,Q1,109.57999999999998,Medium
ENT2748,North,Small,559.17,367.46,121.24,1.73,39.4,280.8,0.33,0.27,93.33,53.46,0,Q2,191.70999999999998,High
ENT2749,South,Small,275.67,409.77,290.26,0.36,21.8,63.3,0.61,0.99,97.7,56.15,8,Q1,-134.09999999999997,Medium
ENT2750,South,Large,673.99,428.42,83.22,1.93,22.3,254.9,0.54,0.56,80.68,56.12,3,Q2,245.57,High
ENT2751,West,Medium,465.46,593.23,213.09,1.83,20.6,208.7,0.58,0.78,104.65,56.76,9,Q3,-127.77000000000004,High
ENT2752,North,Small,349.15,487.34,188.23,1.79,23.9,36.3,0.82,0.21,122.19,29.74,6,Q2,-138.19,High
ENT2753,East,Large,328.97,341.31,3.61,0.43,31.4,166.5,0.51,0.52,93.4,38.29,1,Q3,-12.339999999999975,Medium
ENT2754,South,Medium,506.4,457.94,265.57,0.73,33.8,279.0,0.73,0.51,91.51,68.15,2,Q3,48.45999999999998,High
ENT2755,West,Large,454.05,488.13,41.88,1.63,19.7,185.7,0.25,0.81,112.88,59.73,3,Q2,-34.079999999999984,High
ENT2756,East,Small,267.67,334.4,199.08,1.63,29.0,158.6,0.93,0.02,111.65,46.07,4,Q3,-66.72999999999996,High
ENT2757,North,Medium,409.72,470.22,232.66,1.44,29.9,109.9,0.09,0.86,102.49,55.9,1,Q1,-60.5,High
ENT2758,West,Medium,378.62,251.33,189.28,0.95,22.6,236.6,0.99,0.08,124.34,44.04,6,Q2,127.28999999999999,Medium
ENT2759,South,Large,689.28,330.76,29.13,0.69,29.7,273.9,0.63,0.92,108.26,56.48,5,Q2,358.52,Medium
ENT2760,East,Large,519.57,257.58,292.55,1.93,27.9,226.0,0.47,0.14,135.48,40.4,8,Q2,261.99000000000007,High
ENT2761,South,Large,735.4,378.89,71.05,0.36,31.5,217.6,0.31,0.53,93.94,53.87,6,Q3,356.51,Low
ENT2762,North,Medium,393.5,352.64,188.36,0.18,14.9,57.7,0.41,0.1,77.15,48.08,9,Q1,40.860000000000014,Low
ENT2763,East,Medium,456.33,360.3,239.15,0.12,27.5,250.2,0.78,0.45,127.82,57.45,9,Q2,96.02999999999997,Medium
ENT2764,North,Small,557.98,481.55,281.77,1.57,30.1,12.2,0.14,0.3,64.73,73.41,1,Q3,76.43,High
ENT2765,North,Medium,590.62,409.06,181.2,0.21,31.2,227.2,0.25,0.42,83.11,50.8,2,Q4,181.56,Low
ENT2766,West,Small,608.15,480.03,77.72,1.12,30.0,63.3,0.12,0.55,80.31,31.13,2,Q4,128.12,Medium
ENT2767,South,Large,366.83,562.64,250.99,0.8,20.0,146.2,0.43,0.46,101.22,52.03,7,Q4,-195.81,Medium
ENT2768,East,Large,371.05,609.47,48.97,0.38,33.1,208.6,0.39,0.02,98.46,49.07,7,Q1,-238.42000000000002,Low
ENT2769,North,Medium,446.69,386.02,6.68,1.51,29.7,227.7,0.65,0.86,124.26,26.19,2,Q3,60.670000000000016,High
ENT2770,North,Large,722.14,453.47,272.44,0.2,26.1,266.4,1.0,0.09,101.33,42.32,7,Q3,268.66999999999996,Medium
ENT2771,East,Large,349.9,384.52,172.62,0.7,26.2,84.8,0.89,0.98,88.52,57.35,4,Q4,-34.620000000000005,High
ENT2772,North,Medium,420.96,501.42,20.89,1.17,34.8,67.3,0.88,0.85,94.38,60.34,10,Q1,-80.46000000000004,High
ENT2773,West,Small,609.48,481.97,173.92,0.86,29.6,298.9,0.65,0.56,81.23,60.51,3,Q3,127.50999999999999,Medium
ENT2774,West,Medium,601.45,333.95,43.5,0.59,26.8,62.3,0.27,0.25,113.21,66.31,10,Q4,267.50000000000006,Low
ENT2775,West,Small,583.31,348.66,9.42,1.86,21.8,199.6,0.38,0.09,129.75,47.11,3,Q1,234.64999999999992,High
ENT2776,West,Medium,512.13,538.6,34.96,1.87,24.9,285.8,0.25,0.67,104.18,40.24,3,Q4,-26.470000000000027,High
ENT2777,North,Medium,340.23,345.08,232.53,0.89,21.7,269.0,0.14,0.2,99.64,34.43,0,Q2,-4.849999999999966,Medium
ENT2778,East,Large,396.38,388.82,226.7,0.85,17.2,133.0,0.44,0.73,109.32,49.96,10,Q2,7.560000000000002,Medium
ENT2779,East,Medium,668.97,467.5,181.3,0.68,27.1,191.3,0.9,0.83,90.9,44.02,6,Q1,201.47000000000003,High
ENT2780,East,Medium,616.05,383.44,62.8,1.73,17.2,158.7,0.74,0.99,97.18,41.37,10,Q3,232.60999999999996,High
ENT2781,East,Small,299.75,553.4,221.69,1.18,22.9,104.0,0.98,0.5,96.69,33.49,9,Q4,-253.64999999999998,High
ENT2782,South,Large,630.42,503.31,122.41,0.27,24.5,43.3,0.19,0.97,114.09,46.16,9,Q2,127.10999999999996,Medium
ENT2783,East,Small,696.32,311.58,153.23,1.72,18.7,241.0,0.5,0.15,92.28,41.75,3,Q4,384.74000000000007,High
ENT2784,South,Small,508.07,341.45,269.29,1.12,31.1,27.1,0.79,0.84,57.65,42.77,1,Q1,166.62,High
ENT2785,South,Large,563.94,458.76,137.36,0.89,25.4,182.9,0.46,0.36,77.33,67.46,0,Q1,105.18000000000006,Medium
ENT2786,West,Large,651.72,394.8,187.91,0.74,14.5,178.3,0.36,0.36,146.15,49.75,2,Q3,256.92,Medium
ENT2787,South,Large,395.64,205.94,288.53,0.29,30.2,100.4,0.82,0.27,96.73,48.39,0,Q3,189.7,Medium
ENT2788,North,Medium,849.44,302.91,135.42,1.92,34.8,40.6,0.43,0.17,110.01,58.07,10,Q4,546.53,High
ENT2789,South,Large,683.46,423.41,168.22,1.51,26.9,239.9,0.91,0.44,98.34,45.13,4,Q2,260.05,High
ENT2790,West,Large,578.6,489.05,175.32,0.35,29.1,138.6,0.27,0.99,98.51,54.83,5,Q2,89.55000000000001,Medium
ENT2791,South,Large,494.82,490.48,72.21,1.07,27.6,217.6,0.9,0.33,77.66,56.81,10,Q2,4.339999999999975,Medium
ENT2792,North,Small,574.22,596.28,221.08,1.16,28.9,4.9,0.28,0.46,134.07,40.24,5,Q3,-22.059999999999945,Medium
ENT2793,North,Small,265.96,330.85,217.99,0.42,23.3,22.4,0.29,0.23,85.05,47.47,5,Q2,-64.89000000000004,Medium
ENT2794,North,Medium,812.31,335.64,64.07,0.91,22.3,52.8,0.42,0.34,84.57,35.34,6,Q1,476.66999999999996,Medium
ENT2795,West,Small,669.33,397.47,4.0,1.33,20.7,34.2,0.52,0.06,107.65,38.92,0,Q1,271.86,Medium
ENT2796,West,Medium,719.6,232.4,299.68,0.64,26.6,57.5,0.42,0.96,123.3,42.63,3,Q2,487.20000000000005,High
ENT2797,East,Small,504.61,399.69,174.48,0.73,29.2,205.9,0.86,0.51,94.52,53.48,9,Q3,104.92000000000002,Medium
ENT2798,West,Large,445.96,380.45,54.31,0.33,29.2,14.1,0.8,0.73,62.54,39.24,9,Q2,65.50999999999999,Medium
ENT2799,North,Small,398.85,479.17,85.07,0.89,23.9,11.4,0.31,0.51,63.17,51.3,8,Q1,-80.32,Medium
ENT2800,North,Medium,622.04,496.15,185.34,1.21,25.0,9.5,0.51,0.77,130.91,47.15,9,Q2,125.88999999999999,High
ENT2801,West,Small,423.12,435.73,41.28,0.32,25.0,209.3,0.43,0.53,101.46,47.02,1,Q4,-12.610000000000014,Medium
ENT2802,South,Large,471.9,400.29,11.18,1.27,23.5,160.8,0.06,0.7,126.57,57.51,7,Q1,71.60999999999996,Medium
ENT2803,West,Medium,581.96,436.4,239.54,0.86,16.4,111.1,0.75,0.68,104.7,66.98,10,Q4,145.56000000000006,High
ENT2804,West,Large,401.1,320.72,214.75,1.39,25.0,202.7,0.18,0.53,82.96,33.73,6,Q3,80.38,High
ENT2805,North,Large,656.59,391.73,92.88,0.7,24.5,166.1,0.93,0.23,107.8,55.37,6,Q4,264.86,Medium
ENT2806,East,Medium,497.34,401.68,17.55,1.18,25.8,2.2,0.4,0.21,105.36,69.94,2,Q1,95.65999999999997,Medium
ENT2807,North,Large,273.78,392.49,145.88,1.26,23.3,251.6,0.62,0.87,109.99,59.65,1,Q2,-118.71000000000004,High
ENT2808,East,Large,399.5,382.9,82.86,1.41,27.5,105.1,0.82,0.12,101.65,55.95,1,Q3,16.600000000000023,High
ENT2809,North,Small,696.23,337.87,119.33,1.54,39.5,119.9,0.18,0.56,90.41,31.89,2,Q3,358.36,High
ENT2810,West,Large,359.45,297.44,82.19,0.36,29.9,234.7,0.54,0.5,122.92,62.39,2,Q4,62.00999999999999,Medium
ENT2811,North,Large,634.11,379.49,52.58,1.93,23.6,56.1,0.24,0.8,98.73,66.59,9,Q3,254.62,High
ENT2812,North,Large,518.25,459.43,116.1,1.7,24.9,3.0,0.51,0.14,104.72,56.56,1,Q4,58.81999999999999,High
ENT2813,North,Large,474.24,226.26,289.47,1.17,25.4,272.7,0.58,0.69,80.42,59.3,6,Q2,247.98000000000002,High
ENT2814,West,Medium,876.89,350.27,79.87,1.79,26.6,151.6,0.17,0.61,78.38,60.47,1,Q1,526.62,High
ENT2815,West,Small,307.37,606.91,100.79,0.83,26.0,104.9,0.58,0.7,83.88,56.83,5,Q2,-299.53999999999996,Medium
ENT2816,West,Large,388.98,380.7,98.77,0.17,23.7,245.7,0.45,0.62,78.31,58.06,10,Q1,8.28000000000003,Low
ENT2817,West,Large,496.49,415.13,144.09,1.48,23.5,7.9,0.52,0.56,56.84,33.8,4,Q4,81.36000000000001,High
ENT2818,East,Medium,862.36,583.87,253.05,1.89,29.2,60.7,0.9,0.93,87.48,74.93,6,Q3,278.49,High
ENT2819,East,Large,496.83,431.94,120.64,0.41,24.7,46.6,0.48,0.35,130.47,59.69,10,Q1,64.88999999999999,Low
ENT2820,South,Medium,541.14,434.23,241.84,1.32,28.9,221.3,0.48,0.18,91.57,59.19,10,Q4,106.90999999999997,Medium
ENT2821,West,Small,449.62,308.99,34.5,1.65,24.9,93.6,0.47,0.8,74.77,53.63,6,Q3,140.63,High
ENT2822,East,Small,553.79,431.28,268.47,1.82,17.0,231.9,0.62,0.13,114.19,30.61,7,Q3,122.50999999999999,High
ENT2823,North,Large,458.93,398.52,55.59,0.63,20.7,12.4,0.37,0.68,97.64,26.85,3,Q4,60.410000000000025,Medium
ENT2824,West,Large,604.3,492.49,11.76,0.34,18.0,182.4,0.8,0.55,92.5,55.03,9,Q3,111.80999999999995,Low
ENT2825,South,Large,616.13,527.73,47.51,0.57,27.0,95.5,0.29,0.0,75.97,49.59,4,Q4,88.39999999999998,Low
ENT2826,South,Medium,464.88,403.03,57.22,1.2,17.5,56.1,0.3,0.24,100.14,57.58,9,Q3,61.85000000000002,Medium
ENT2827,South,Large,331.18,438.21,152.55,1.85,23.5,245.0,0.59,0.5,100.69,46.98,3,Q2,-107.02999999999997,High
ENT2828,North,Large,514.04,211.01,134.98,1.21,24.2,123.7,0.26,0.33,106.12,46.44,6,Q1,303.03,Medium
ENT2829,East,Small,710.32,176.43,214.76,1.85,24.8,171.5,0.09,0.43,101.48,47.41,2,Q4,533.8900000000001,High
ENT2830,North,Large,376.0,509.32,15.29,1.56,30.4,9.9,0.21,0.6,97.16,45.46,9,Q4,-133.32,Medium
ENT2831,West,Small,550.09,150.51,149.31,1.24,31.3,237.5,0.91,0.73,100.03,39.41,1,Q2,399.58000000000004,High
ENT2832,South,Large,319.14,432.73,99.74,0.14,22.3,86.1,0.01,0.15,97.8,37.53,3,Q3,-113.59000000000003,Low
ENT2833,North,Small,344.03,382.63,189.21,0.73,25.9,208.0,0.13,0.28,70.49,54.87,4,Q1,-38.60000000000002,Medium
ENT2834,North,Large,695.05,523.14,13.11,0.21,23.9,228.1,0.76,0.64,139.17,56.17,10,Q1,171.90999999999997,Low
ENT2835,East,Small,603.73,396.48,10.48,0.71,28.1,35.1,0.98,0.59,112.03,20.45,0,Q4,207.25,Medium
