Enterprise_ID,Region,Enterprise_Size,Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Quarter,Net_Profit,Financial_Risk_Level,landholding_size,irrigation_type,yield
ENT2516,West,Small,589.87,664.62,98.83,1.39,25.6,289.7,0.37,0.28,143.64,50.16,2,Q3,-74.75,Medium,4.7055304269203475,Canal,5.791443732187084
ENT2517,East,Large,296.98,524.22,206.16,1.98,22.4,198.1,0.53,0.56,103.91,35.18,4,Q1,-227.24,High,24.522945515229218,Sprinkler,3.797486174782603
ENT2518,South,Medium,520.48,538.47,255.03,0.1,25.4,234.7,0.46,0.44,98.07,55.49,3,Q1,-17.99000000000001,Medium,7.128500860383574,Borewell,7.601429723182089
ENT2519,South,Small,717.94,359.12,96.65,1.07,27.0,38.5,0.55,0.14,104.53,48.88,1,Q1,358.82000000000005,Medium,3.7508881697222427,Borewell,7.4003134909907695
ENT2520,North,Large,172.2,425.18,97.5,1.86,31.0,125.1,0.31,0.94,98.31,70.0,3,Q4,-252.98,High,44.85889862049628,Drip,4.839480478035458
ENT2521,North,Small,645.04,448.81,160.16,1.74,19.3,57.5,0.17,0.01,83.01,62.27,2,Q1,196.23,High,3.770129726148432,Sprinkler,3.964490889511804
ENT2522,South,Small,740.26,330.24,195.96,0.14,30.6,258.1,0.8,0.19,121.71,37.16,4,Q3,410.02,Low,1.5377405176324874,Borewell,4.627589908156326
ENT2523,West,Medium,277.3,387.59,60.87,1.11,29.7,45.7,0.04,0.35,66.45,43.45,1,Q4,-110.28999999999996,Medium,6.297829657226113,Drip,4.337818115407536
ENT2524,West,Small,399.4,299.9,273.8,0.11,21.1,131.7,0.37,0.86,104.32,64.79,4,Q1,99.5,Medium,2.434862101668054,Canal,5.722739268562386
ENT2525,East,Medium,577.66,360.45,196.32,1.6,22.1,16.1,0.09,0.79,112.75,51.05,1,Q2,217.21,High,14.46378653358371,Canal,6.157703664049062
ENT2526,West,Small,367.08,484.09,187.55,0.69,27.8,190.3,0.74,0.58,69.59,55.76,3,Q2,-117.01,Medium,2.115039489658212,Sprinkler,4.553783041017789
ENT2527,North,Large,704.69,223.42,271.26,1.55,22.8,144.6,0.37,0.7,109.34,47.41,4,Q2,481.2700000000001,High,22.91943546654523,Sprinkler,2.9436847547349827
ENT2528,North,Small,658.83,495.31,272.18,1.9,32.9,149.4,0.03,0.34,91.11,68.0,2,Q3,163.52000000000004,High,4.829792076152385,Sprinkler,4.812013955537115
ENT2529,West,Large,292.26,242.26,40.67,1.95,26.0,30.5,0.08,0.94,67.28,51.45,3,Q3,50.0,High,43.15387564203206,Sprinkler,1.4878330332414582
ENT2530,North,Large,388.54,405.25,43.52,1.8,20.0,154.2,0.2,0.03,103.78,58.06,3,Q2,-16.70999999999998,Medium,22.247968871069865,Borewell,6.506395030648534
ENT2531,South,Small,615.48,414.34,228.58,0.49,20.4,169.1,0.79,0.1,118.59,35.57,3,Q4,201.14000000000004,Medium,3.7072851954295825,Borewell,5.591791331509668
ENT2532,South,Large,609.6,457.28,287.06,0.47,18.5,288.9,0.8,0.93,162.2,37.83,2,Q1,152.32000000000005,High,19.698344668281024,Drip,4.208528122782028
ENT2533,West,Small,832.77,381.95,199.95,1.29,25.5,10.0,1.0,0.95,92.18,70.73,2,Q1,450.82,High,2.1784775853847727,Borewell,2.995830708318949
ENT2534,South,Small,368.02,295.53,123.4,1.13,25.7,276.8,0.24,0.49,109.94,38.48,4,Q1,72.49000000000001,Medium,1.05726111066824,Canal,7.523367187658684
ENT2535,South,Large,718.88,418.45,205.04,0.12,28.6,143.9,0.06,0.58,118.65,56.17,1,Q1,300.43,Low,37.94578829356937,Drip,3.4524314592477636
ENT2536,East,Large,362.91,617.25,68.64,0.84,32.3,63.0,0.28,0.9,102.8,59.3,4,Q2,-254.34,Medium,33.973377821941156,Borewell,7.349120044435157
ENT2537,East,Medium,575.05,398.56,299.39,1.82,26.1,199.7,0.18,0.85,114.64,52.88,3,Q1,176.48999999999995,High,7.392110880342187,Sprinkler,4.2827667567371
ENT2538,South,Large,633.85,311.86,129.33,1.81,32.3,155.1,0.71,0.86,91.47,59.79,2,Q3,321.99,High,44.40270058907035,Borewell,6.821944378169637
ENT2539,West,Medium,53.30070970605124,353.29,279.51,0.49,22.4,68.0,0.97,0.37,96.43,31.67,3,Q1,-302.38,Medium,5.563818538532316,Rainfed,6.643807291661918
ENT2540,East,Large,636.68,415.02,129.24,0.83,18.6,188.0,0.27,0.83,74.9,62.17,3,Q4,221.66,Medium,15.578880725145682,Drip,3.5208536333101916
ENT2541,North,Small,707.69,373.14,278.44,1.16,30.0,142.0,0.33,0.07,92.53,26.35,4,Q1,334.55000000000007,Medium,3.6341620626802196,Borewell,7.157681432546768
ENT2542,North,Large,664.38,359.24,100.71,1.72,29.6,206.7,0.35,0.49,67.04,58.62,1,Q4,305.14,High,37.92168557412408,Borewell,5.031182510436705
ENT2543,North,Small,808.0,532.74,228.16,1.11,27.3,206.7,0.86,0.24,68.91,76.99,1,Q2,275.26,High,4.383685758710929,Canal,1.3305655488204304
ENT2544,West,Small,644.78,451.73,285.3,1.94,29.4,141.8,0.58,0.04,117.66,62.65,2,Q4,193.04999999999995,High,3.4544164569498337,Sprinkler,2.3757904091090296
ENT2545,South,Small,419.42,388.15,193.79,1.62,14.5,117.2,0.97,0.62,74.15,50.82,1,Q1,31.27000000000004,High,1.3544188558787162,Sprinkler,4.361411520323369
ENT2546,North,Medium,685.85,388.91,203.27,1.91,23.7,19.0,0.63,0.08,118.73,47.76,1,Q4,296.94,High,10.853754227909564,Canal,4.596515604818565
ENT2547,West,Large,410.91,417.32,30.87,1.49,31.6,148.2,0.71,0.12,96.83,49.84,4,Q2,-6.409999999999968,Medium,22.050626857602783,Canal,6.733257164187975
ENT2548,East,Small,512.36,456.03,142.27,1.77,24.7,72.9,0.09,0.08,96.88,39.23,4,Q2,56.33000000000004,Medium,2.6301721241297233,Rainfed,6.601227003874909
ENT2549,South,Small,624.77,528.23,266.03,1.68,29.3,16.0,0.95,0.98,85.18,48.17,1,Q1,96.53999999999996,High,2.6284259565025105,Drip,5.6838190946573945
ENT2550,East,Medium,567.21,358.81,72.27,0.58,39.0,99.1,0.63,0.04,99.39,35.35,3,Q2,208.40000000000003,Low,5.84648753584629,Sprinkler,6.831194508732112
ENT2551,West,Large,702.67,300.56,236.51,0.54,31.1,26.2,0.52,0.27,130.83,41.34,4,Q4,402.11,Medium,20.519103522560155,Canal,5.875428529461864
ENT2552,North,Large,873.3,344.39,202.71,1.74,24.2,173.9,0.39,0.65,85.53,59.01,3,Q3,528.91,High,33.07189365934143,Canal,3.5010207160437394
ENT2553,North,Medium,329.4,312.44,66.9,0.26,17.2,151.1,0.08,0.82,93.06,58.07,4,Q2,16.95999999999998,Low,10.001979355227853,Drip,7.561883068653591
ENT2554,West,Medium,450.75,247.4,84.84,0.88,29.6,237.7,0.13,0.61,115.76,54.12,2,Q4,203.35,Medium,13.404427505460202,Canal,3.0910701546598895
ENT2555,North,Large,547.46,541.06,128.27,1.66,15.9,80.3,0.01,0.98,76.87,51.69,3,Q2,6.400000000000091,High,31.382942106567633,Rainfed,3.346242595624437
ENT2556,South,Medium,430.52,485.46,37.54,1.65,22.1,111.5,1.0,0.34,75.01,32.52,2,Q1,-54.94,High,12.890406042020471,Drip,5.479099391660754
ENT2557,West,Large,488.64,171.65,274.01,0.36,22.3,206.7,0.79,0.47,99.03,46.15,2,Q1,316.99,Medium,29.885785260540366,Rainfed,5.135780205748372
ENT2558,East,Large,616.37,421.79,221.81,1.03,25.4,297.9,0.8,0.82,123.99,49.26,1,Q2,194.58,High,36.142523520967224,Borewell,2.188122316929691
ENT2559,West,Small,596.44,362.33,109.49,1.01,27.4,271.3,0.73,0.68,98.25,34.14,2,Q3,234.11000000000007,High,1.307448301104654,Sprinkler,2.2019537315090973
ENT2560,South,Small,537.1,350.41,89.9,0.72,21.7,156.2,0.48,0.21,94.5,36.03,1,Q3,186.69,Medium,3.0024970722816713,Canal,6.243186845691444
ENT2561,South,Large,522.16,151.35,206.87,1.84,31.3,203.4,0.09,0.5,99.32,59.65,3,Q4,370.81,High,37.68588171428402,Drip,6.656523527620546
ENT2562,West,Large,466.42,397.48,127.27,1.34,33.1,159.6,0.07,0.98,98.2,53.21,4,Q4,68.94,Medium,29.140703600198474,Rainfed,5.759318179172494
ENT2563,West,Large,710.68,407.69,68.8,1.96,24.8,130.4,0.92,0.86,87.05,38.48,2,Q2,302.98999999999995,High,15.565933898408192,Sprinkler,3.6679607138864503
ENT2564,North,Large,749.51,282.31,129.05,0.23,31.4,180.7,0.0,0.19,118.61,63.69,4,Q4,467.2,Low,35.70840872077264,Sprinkler,4.5916260652813365
ENT2565,South,Large,652.82,562.27,261.39,0.85,22.5,115.9,0.7,0.18,104.49,59.86,2,Q2,90.55000000000008,Medium,15.443023996945676,Canal,4.283453369330315
ENT2566,West,Large,327.59,479.13,20.58,1.69,20.8,84.1,0.63,0.83,89.77,48.7,3,Q2,-151.54000000000002,High,15.042126486815627,Sprinkler,2.449737483223994
ENT2567,West,Medium,460.67,293.37,110.51,0.9,31.4,211.7,0.5,0.2,101.28,37.35,3,Q2,167.3,Medium,7.525860066847242,Canal,4.364774338202356
ENT2568,South,Large,529.95,502.31,288.7,0.6,27.3,261.6,0.97,0.45,93.49,65.96,3,Q1,27.640000000000043,Medium,21.6155973567094,Borewell,5.245552204326263
ENT2569,West,Medium,358.9,353.44,4.45,2.0,28.0,86.4,0.2,0.18,71.58,66.8,2,Q2,5.45999999999998,High,12.039366670345153,Canal,3.0701527950333283
ENT2570,North,Medium,511.86,505.51,267.19,1.76,35.2,212.1,0.79,0.01,143.36,61.66,2,Q2,6.350000000000023,High,14.456735370508046,Rainfed,2.1303927175330752
ENT2571,South,Large,503.33,255.71,112.45,1.14,29.3,130.2,0.67,0.88,102.64,61.17,2,Q3,247.62,High,16.8794015778781,Sprinkler,5.041208946327125
ENT2572,North,Large,662.62,417.01,56.86,1.17,38.0,90.6,0.97,0.78,80.05,49.46,2,Q4,245.61,High,25.96919465160947,Sprinkler,6.02714541190147
ENT2573,North,Medium,425.26,278.37,4.49,0.11,26.5,186.3,0.93,0.47,77.08,51.06,1,Q2,146.89,Medium,9.648547808132708,Sprinkler,7.683860348435428
ENT2574,North,Medium,674.5,316.26,21.16,1.96,33.6,281.8,0.13,0.16,70.28,63.62,1,Q2,358.24,High,11.305886973085435,Canal,4.177529535878855
ENT2575,North,Large,356.39,206.83,51.55,1.63,25.7,105.5,0.31,0.81,85.29,52.5,1,Q2,149.55999999999997,High,38.16178041545885,Drip,1.5704595257671994
ENT2576,South,Large,377.32,276.55,7.62,0.17,20.2,227.8,0.85,0.36,76.28,41.68,1,Q2,100.76999999999998,Low,40.239754875966526,Canal,6.704313149808867
ENT2577,North,Medium,443.1,275.97,100.75,0.44,30.2,94.4,0.23,0.66,95.64,40.71,2,Q2,167.13,Medium,10.078974160033809,Rainfed,3.550476526309432
ENT2578,North,Medium,507.18,263.46,13.47,1.66,25.8,241.2,0.38,0.32,132.82,60.96,1,Q3,243.72000000000003,High,10.285842014374424,Canal,5.013125325477475
ENT2579,West,Medium,137.52,418.86,207.66,0.27,36.4,228.0,0.63,0.43,85.96,71.11,3,Q1,-281.34000000000003,Medium,13.10603848260161,Sprinkler,6.896829178739379
ENT2580,South,Small,568.89,223.38,245.67,1.89,28.8,229.7,0.56,0.54,165.3,55.38,4,Q1,345.51,High,3.5912697839621135,Borewell,5.807299516622103
ENT2581,South,Medium,756.4,429.88,266.24,2.0,30.8,299.3,0.64,0.76,113.1,72.22,2,Q3,326.52,High,11.63791623941444,Rainfed,6.583107681702294
ENT2582,East,Small,597.69,500.59,164.74,1.78,18.2,42.2,0.71,0.83,143.91,30.31,4,Q2,97.10000000000008,High,4.5546363210615946,Borewell,5.150658056045232
ENT2583,South,Large,468.4,311.09,283.95,1.5,29.6,116.7,0.73,0.44,74.1,37.59,2,Q3,157.31,High,23.98595604695423,Rainfed,4.709105627654915
ENT2584,South,Large,337.31,391.51,1.69,1.03,25.6,189.2,0.74,0.23,85.99,44.89,1,Q2,-54.19999999999999,Medium,18.531108073705063,Rainfed,4.3087158609155125
ENT2585,East,Medium,228.05,366.44,40.21,0.26,22.1,177.1,0.99,0.15,87.05,30.1,1,Q4,-138.39,Medium,13.940995361061592,Sprinkler,7.623843432179509
ENT2586,South,Large,253.55,358.85,87.95,1.49,33.0,234.2,0.36,0.34,98.47,47.82,3,Q1,-105.3,Medium,38.795550588151116,Canal,3.8977193539708344
ENT2587,South,Large,480.37,144.45,236.71,0.85,19.5,14.1,0.04,0.8,113.6,61.79,2,Q1,335.92,Medium,37.502592285626605,Sprinkler,7.524483057365632
ENT2588,South,Large,816.04,287.32,265.62,1.18,27.8,211.5,0.35,0.27,69.53,29.65,2,Q4,528.72,High,45.13955850656734,Sprinkler,2.623708380095971
ENT2589,South,Large,92.44,546.14,185.44,0.66,22.9,221.3,0.91,0.05,117.39,59.23,2,Q4,-438.3308179255276,Medium,32.02490422591251,Sprinkler,3.650817969388344
ENT2590,East,Small,605.03,432.38,114.97,0.56,27.4,18.3,0.08,0.56,85.99,37.72,1,Q1,172.64999999999998,Medium,3.855810530026359,Borewell,7.133415136355854
ENT2591,South,Small,398.34,375.86,199.75,0.72,24.6,161.6,0.65,0.03,136.47,41.84,3,Q4,22.47999999999996,Medium,4.290139177536787,Rainfed,3.0124772680041456
ENT2592,South,Medium,449.68,197.93,54.27,1.65,25.1,73.5,0.42,0.88,107.06,48.66,2,Q4,251.75,High,6.481007986271274,Drip,5.752262439197277
ENT2593,East,Medium,359.35,459.32,137.36,0.91,26.3,240.5,0.92,0.68,125.07,49.41,2,Q2,-99.96999999999996,High,12.463138125690769,Canal,3.0211801592732312
ENT2594,West,Medium,294.88,308.83,152.26,0.69,21.2,14.9,0.93,0.26,90.88,60.08,3,Q4,-13.949999999999989,Medium,5.083547041721386,Sprinkler,7.423606363778107
ENT2595,North,Large,518.85,276.25,31.46,0.92,31.1,43.8,0.79,0.47,110.98,48.05,2,Q2,242.6,Medium,38.90375465410405,Rainfed,6.457395911207896
ENT2596,West,Large,539.42,286.28,10.16,0.16,29.3,31.3,0.1,0.74,90.58,56.92,1,Q4,253.14,Low,37.30867976306548,Canal,6.33091666425295
ENT2597,East,Small,600.25,451.06,225.03,1.79,21.1,19.6,0.02,0.92,112.18,60.61,2,Q3,149.19,High,2.0856375217868575,Drip,4.300059931142494
ENT2598,North,Small,247.21,392.9,160.41,1.15,33.1,180.0,0.14,0.87,104.78,51.21,4,Q2,-145.68999999999997,Medium,2.986781691271786,Drip,3.297014869453855
ENT2599,East,Medium,631.1,486.46,99.67,0.3,29.8,260.6,0.32,0.07,130.65,71.81,1,Q2,144.64000000000004,Low,12.054966519346237,Sprinkler,7.150365491027887
ENT2600,East,Small,633.77,512.57,131.17,0.65,26.5,153.3,0.24,0.08,118.8,43.81,2,Q1,121.19999999999992,Low,1.5353134519987726,Drip,3.85451897588264
ENT2601,South,Small,563.67,326.05,287.31,1.97,18.9,63.2,0.37,0.6,109.51,41.9,1,Q4,237.61999999999995,High,3.5182307875669463,Drip,4.253144605748491
ENT2602,North,Small,436.86,395.73,115.47,1.23,22.8,103.1,0.14,0.5,103.8,42.17,4,Q2,41.13,Medium,1.2173281392916153,Canal,6.001773427545409
ENT2603,South,Small,546.26,369.7,31.04,0.65,16.6,108.1,0.75,0.29,101.54,72.3,3,Q3,176.56,Medium,3.9945809365048,Canal,5.411268692803109
ENT2604,North,Small,475.93,263.82,139.08,0.91,26.9,135.5,0.85,0.98,70.22,58.4,4,Q3,212.11,High,2.2703471810444666,Sprinkler,3.25914567940049
ENT2605,East,Medium,645.28,278.21,194.41,0.59,30.2,126.2,0.49,0.75,77.4,61.94,2,Q1,367.07,Medium,11.751298858444198,Rainfed,3.7030817844114194
ENT2606,East,Medium,445.02,383.58,3.63,0.16,22.4,201.3,0.96,0.69,81.93,56.92,4,Q4,61.44,Low,9.174482838964625,Sprinkler,3.616231361251453
ENT2607,West,Small,516.2,394.29,99.7,1.7,26.0,102.0,0.12,0.18,133.17,49.07,3,Q2,121.91000000000004,Medium,1.1874076341104125,Borewell,7.315039407496005
ENT2608,North,Medium,239.25,394.51,118.05,0.66,31.0,198.9,0.11,0.28,89.35,51.51,4,Q1,-155.26,Low,10.218622953321788,Drip,3.1577977453066683
ENT2609,South,Large,545.79,394.67,139.11,1.69,22.9,164.0,0.2,0.61,91.02,40.09,1,Q4,151.11999999999995,High,48.85617102807069,Rainfed,7.302931401215029
ENT2610,West,Small,387.57,318.4,90.51,1.01,28.8,14.6,0.98,0.8,112.2,70.82,2,Q4,69.17000000000002,High,1.2507584864874635,Canal,2.891348593719681
ENT2611,West,Large,576.87,612.14,200.08,0.45,36.5,275.9,0.42,0.93,81.65,49.02,4,Q1,-35.26999999999998,Medium,18.840333043649203,Borewell,3.5516114843953908
ENT2612,West,Medium,618.26,423.18,283.41,1.62,29.7,53.4,0.92,0.7,128.25,41.33,3,Q3,195.08,High,12.249127466244396,Borewell,4.8795404561756675
ENT2613,South,Medium,408.5,342.45,274.2,0.82,20.8,135.5,0.2,0.42,48.84,35.39,1,Q1,66.05000000000001,Medium,13.94761987012495,Drip,3.3999297897034833
ENT2614,West,Large,504.68,440.23,199.32,1.44,25.9,284.3,0.85,0.69,124.7,67.26,2,Q1,64.44999999999999,High,27.071121096061418,Canal,4.556235079015385
ENT2615,South,Medium,526.17,314.88,152.07,1.69,29.6,74.2,0.31,0.07,137.12,60.49,1,Q3,211.29,High,14.90222534615074,Rainfed,5.949635562167961
ENT2616,West,Small,555.21,402.67,247.74,1.93,28.5,6.6,0.73,0.6,106.85,55.03,2,Q1,152.54000000000002,High,1.4075695522640541,Canal,1.8455339682553344
ENT2617,South,Large,618.48,440.07,250.78,0.26,20.6,147.0,0.97,0.89,86.09,31.29,1,Q1,178.41000000000005,High,28.574578489004644,Drip,5.79137721823624
ENT2618,East,Small,598.85,455.09,248.87,0.12,28.2,67.2,0.93,0.64,119.0,53.97,2,Q2,143.76000000000005,Medium,2.081573145538102,Borewell,4.972387204910593
ENT2619,East,Large,443.02,274.27,47.35,1.14,24.9,174.6,0.83,0.01,85.11,47.39,1,Q2,168.75,Medium,43.067213728959395,Drip,3.79745316915605
ENT2620,East,Medium,739.75,700.5377891449173,7.63,0.6,23.7,245.1,0.05,0.69,142.23,44.94,4,Q2,36.84000000000003,Low,11.6801945251256,Sprinkler,3.880482401337295
ENT2621,East,Large,612.8,518.18,294.96,0.99,28.8,153.4,0.61,0.73,111.35,63.99,2,Q2,94.62,High,41.48078769049455,Borewell,6.677216995639745
ENT2622,East,Large,710.77,603.25,287.9,0.24,34.8,193.5,0.84,0.54,81.67,36.6,3,Q3,107.51999999999998,Medium,43.7847808505697,Drip,3.5530287597033223
ENT2623,West,Small,552.01,374.39,169.31,1.05,22.3,199.8,0.4,0.82,116.58,35.51,3,Q3,177.62,Medium,2.735269678306118,Rainfed,7.333913935578285
ENT2624,West,Medium,560.87,424.68,297.92,0.34,28.3,246.2,0.73,0.2,79.34,33.37,2,Q2,136.19,Medium,8.201811674284386,Rainfed,5.721223104918073
ENT2625,West,Small,482.42,403.65,231.16,1.69,25.6,206.4,0.14,0.41,84.19,40.89,3,Q1,78.77000000000004,High,2.5092722158527714,Rainfed,1.2660429216624798
ENT2626,South,Medium,433.43,345.29,155.21,1.54,29.0,292.9,0.18,0.81,115.46,36.08,4,Q1,88.13999999999999,High,6.879035887984165,Sprinkler,4.692766988946483
ENT2627,South,Small,646.3,475.76,116.8,0.24,26.5,136.9,0.64,0.6,85.96,59.09,2,Q1,170.53999999999996,Medium,1.3571580981022917,Canal,7.087247572381504
ENT2628,South,Large,539.69,311.63,177.86,1.69,23.1,15.1,0.44,0.99,102.47,40.92,2,Q2,228.0600000000001,High,40.08930223568659,Rainfed,4.722677438997541
ENT2629,South,Small,480.27,469.83,154.74,0.72,22.9,118.2,0.22,0.07,111.57,52.0,4,Q4,10.439999999999998,Low,2.9752561618277147,Sprinkler,5.443912088423589
ENT2630,East,Medium,346.61,350.19,298.14,0.77,28.3,252.0,0.28,0.24,86.54,43.58,3,Q4,-3.579999999999984,Medium,8.131820507036352,Rainfed,7.3002493984810854
ENT2631,East,Medium,733.27,439.9,147.14,0.44,26.7,39.9,0.62,0.2,89.1,59.87,4,Q4,293.37,Low,6.788410685077993,Sprinkler,3.6018238089011483
ENT2632,East,Large,516.89,546.16,250.78,1.69,29.1,220.8,0.73,0.98,134.35,57.2,3,Q1,-29.269999999999985,High,29.901656522560682,Rainfed,6.582848196664742
ENT2633,North,Medium,315.99,386.7,244.09,0.87,18.0,160.7,0.21,0.87,113.63,50.51,1,Q3,-70.70999999999998,High,8.971868863171288,Canal,5.963213874365797
ENT2634,West,Small,512.21,478.02,21.42,0.19,31.5,270.2,0.96,0.13,99.79,66.03,2,Q2,34.190000000000055,Low,1.6678123549887949,Drip,6.541384128286181
ENT2635,South,Large,469.86,349.11,26.1,1.94,33.1,219.4,0.01,0.35,98.29,44.36,3,Q2,120.75,High,39.341646146617705,Rainfed,6.426175226402426
ENT2636,South,Medium,463.71,281.87,197.94,0.59,26.8,198.2,0.7,0.05,76.14,46.47,1,Q1,181.84,Medium,8.205361668064956,Drip,5.71907753421333
ENT2637,East,Medium,586.44,566.17,77.73,1.88,29.3,266.1,0.29,0.63,109.56,51.57,2,Q4,20.27000000000009,High,12.44419253813326,Rainfed,5.76941554293182
ENT2638,South,Small,470.07,474.77,197.26,0.67,30.9,272.5,0.48,0.33,102.24,56.34,3,Q4,-4.699999999999989,Medium,4.044151161003132,Canal,5.8029903535388945
ENT2639,South,Small,454.18,386.56,43.39,1.68,25.1,115.5,0.57,0.26,118.34,30.88,4,Q4,67.62,High,4.803090830925353,Drip,3.632824479461842
ENT2640,West,Large,704.36,469.64,119.12,1.36,27.2,278.4,0.56,0.52,58.05,61.5,1,Q2,234.72000000000003,High,31.656237879032176,Sprinkler,4.231757922236371
ENT2641,East,Medium,239.06,298.36,30.74,1.74,28.4,16.4,0.78,0.8,95.99,43.88,1,Q1,-59.30000000000001,High,10.658630735596194,Rainfed,3.3832794963368054
ENT2642,West,Small,492.29,444.22,84.63,1.95,23.4,228.8,0.82,0.4,98.25,56.53,2,Q4,48.06999999999999,High,1.421459689003426,Rainfed,3.8578740208009465
ENT2643,North,Large,639.33,421.7,26.49,1.76,26.7,101.0,0.07,0.76,106.77,42.27,2,Q2,217.63000000000005,High,43.72363841903747,Sprinkler,3.4859015255169883
ENT2644,North,Medium,594.04,465.05,291.17,0.87,15.9,146.2,0.7,0.45,104.65,63.41,1,Q1,128.98999999999995,High,10.134344971258201,Canal,2.531519355967384
ENT2645,North,Medium,653.01,564.17,118.52,1.65,22.9,250.7,0.4,0.21,110.53,60.31,1,Q1,88.84000000000003,High,11.506065232521035,Borewell,2.749639804238794
ENT2646,East,Large,803.24,544.82,270.36,1.45,33.3,191.1,0.82,0.45,96.09,60.38,4,Q1,258.42,High,46.34320421332892,Rainfed,5.476176652681474
ENT2647,South,Large,754.84,261.12,291.35,0.22,27.9,137.2,0.61,0.54,75.05,54.43,3,Q1,493.72,Medium,45.31817680006229,Sprinkler,4.905403853211529
ENT2648,East,Small,326.67,200.48,272.87,1.87,22.0,49.2,0.01,0.46,70.82,48.12,3,Q1,126.19000000000004,High,3.001604582840805,Borewell,5.4659919297179
ENT2649,East,Medium,258.39,424.57,136.49,0.99,19.8,281.8,0.67,0.27,98.76,32.99,3,Q3,-166.18,Medium,12.506690142816549,Rainfed,3.8759892711908064
ENT2650,South,Medium,549.03,416.93,233.67,0.36,38.6,99.7,0.93,0.19,159.97,50.54,1,Q3,132.09999999999997,Medium,9.886049258779847,Drip,5.122095795838208
ENT2651,West,Medium,296.88,286.38,46.11,0.91,22.5,30.3,0.08,0.95,111.66,61.55,4,Q1,10.5,Medium,11.032221356579637,Sprinkler,3.5742803466758826
ENT2652,North,Large,211.03,303.92,28.45,1.25,23.5,169.2,0.49,0.3,150.79,58.0,2,Q3,-92.89,Medium,24.754757096724802,Drip,3.6931053168374484
ENT2653,West,Small,547.44,322.96,263.07,1.19,29.0,121.9,0.63,0.71,113.9,42.59,3,Q1,224.48000000000008,High,2.4792530239487065,Canal,5.230023458242228
ENT2654,North,Medium,585.06,533.5,9.34,1.19,21.8,177.2,0.2,0.34,78.93,80.74,1,Q4,51.559999999999945,Medium,11.67351163050396,Borewell,6.037409087245056
ENT2655,East,Large,756.67,352.75,291.7,0.59,27.9,70.1,0.65,0.97,97.44,60.59,4,Q1,403.92,Medium,17.859638586078006,Sprinkler,4.066859536774311
ENT2656,North,Medium,615.26,249.61,201.64,1.3,26.1,113.6,0.05,0.99,150.69,42.5,2,Q3,365.65,High,8.266219057480088,Rainfed,4.5823401023444585
ENT2657,East,Small,787.93,393.56,125.88,1.82,20.1,291.8,0.91,0.83,115.5,44.16,4,Q3,394.37,High,4.288719547265693,Rainfed,5.385399805336169
ENT2658,West,Medium,553.33,399.73,42.41,0.84,26.3,281.0,0.76,0.58,114.91,39.63,3,Q4,153.60000000000002,Medium,5.5633327779923984,Borewell,3.8710075433824143
ENT2659,East,Small,329.56,296.79,216.97,1.3,27.6,259.3,0.94,0.54,86.15,48.65,3,Q1,32.76999999999998,High,1.8479762187946323,Drip,2.2919777706015427
ENT2660,West,Small,623.33,459.04,168.93,0.56,20.7,233.7,0.42,0.33,100.11,65.78,3,Q3,164.29000000000002,Medium,3.6294139286805143,Drip,6.259975703317862
ENT2661,South,Medium,700.15,513.72,213.34,0.19,28.6,47.0,0.03,0.12,78.6,54.51,4,Q2,186.42999999999995,Low,8.3269017969267,Sprinkler,3.267491040443425
ENT2662,South,Medium,558.66,364.46,125.38,1.21,29.5,140.1,0.34,0.08,91.3,66.57,2,Q3,194.2,Medium,9.382986080331658,Sprinkler,7.89970119286223
ENT2663,South,Small,717.58,249.61,19.88,0.19,20.9,218.4,0.52,0.47,103.18,65.83,3,Q1,467.97,Low,1.8629627167058165,Drip,6.0481014189944045
ENT2664,East,Large,481.51,372.63,94.49,1.47,28.4,78.5,0.94,0.98,87.67,63.73,1,Q2,108.88,High,23.411300826069073,Sprinkler,3.6397292978510523
ENT2665,South,Small,581.88,430.17,94.51,1.37,27.1,9.9,0.88,0.25,119.14,66.9,3,Q3,151.70999999999998,High,3.4310084890108903,Drip,4.096507385818228
ENT2666,North,Medium,473.85,184.21,2.6,0.8,24.3,125.4,0.59,0.41,88.44,49.95,2,Q3,289.64,Medium,10.145711162678005,Borewell,5.865353292584657
ENT2667,West,Medium,856.86,448.15,2.87,0.88,24.7,127.5,0.73,0.64,106.42,51.73,3,Q3,408.71,Medium,7.001542112493668,Sprinkler,3.4531221836010744
ENT2668,West,Large,626.19,362.5,99.23,1.84,28.0,19.5,0.95,0.35,119.76,36.22,3,Q3,263.69000000000005,High,40.83671640635747,Drip,5.671605522760122
ENT2669,North,Small,332.49,404.37,218.29,0.12,23.0,96.2,0.85,0.0,141.54,55.91,2,Q3,-71.88,Medium,3.9543898325293227,Sprinkler,6.128210342759389
ENT2670,East,Small,777.89,371.04,187.21,1.17,28.9,275.2,0.66,0.4,107.32,52.4,2,Q1,406.85,High,2.2625093750534,Rainfed,2.8676588775103617
ENT2671,East,Small,390.02,324.66,71.71,1.85,22.0,75.1,0.54,0.8,79.47,69.99,1,Q3,65.35999999999996,High,3.579330416089255,Rainfed,4.7856303314572255
